מספר קלפי,שם ישוב,כתובת,מצביעים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
50,מזכרת בתיה,רוטשילד          51,366,360,60,1,0,0,1,0,9,21,1,14,0,2,96,0,11,52,13,0,0,3,0,0,1,1,1,1,1,2,0,8,61
60,מזכרת בתיה,רוטשילד          51,410,409,109,0,0,0,0,0,0,36,2,7,0,0,161,0,10,33,21,0,0,1,0,0,0,0,0,0,0,5,0,13,11
70,מזכרת בתיה,רוטשילד          51,522,520,155,1,0,0,1,0,0,36,4,31,1,3,135,0,19,40,55,0,0,11,0,0,2,0,0,0,0,6,0,13,7
80,מזכרת בתיה,רוטשילד          51,309,303,72,3,0,0,0,0,1,27,0,24,1,1,98,0,6,16,17,1,0,4,0,0,0,0,0,0,0,8,0,6,18
90,מזכרת בתיה,רוטשילד          51,445,441,101,0,0,0,0,0,0,42,2,23,0,1,182,0,10,23,25,0,0,4,0,0,0,0,0,0,0,7,0,7,14
100,מזכרת בתיה,רוטשילד          51,215,211,39,0,0,0,0,0,7,8,1,16,0,3,39,0,14,34,3,0,0,1,0,1,1,1,0,0,0,2,0,5,36
10,יסוד המעלה,יסוד המעלה,255,252,60,2,0,0,0,0,1,19,0,24,0,2,81,0,9,26,12,0,0,5,0,0,0,0,0,0,0,5,0,5,1
20,יסוד המעלה,יסוד המעלה,391,390,91,3,0,0,0,0,1,32,1,21,1,3,156,1,7,23,16,0,0,5,0,0,0,0,0,0,0,16,0,11,2
10,אופקים,יוני,196,194,66,2,0,0,0,0,0,0,0,17,0,4,21,0,5,34,3,0,0,0,0,1,0,0,0,0,0,1,0,1,39
20,אופקים,גולומב,277,273,67,35,0,0,0,0,0,0,0,14,0,1,21,1,27,19,14,0,3,0,0,0,0,0,0,0,1,3,0,1,66
30,אופקים,''הפלמ''''ח           1'',301,296,70,4,0,0,0,0,0,4,0,23,0,17,30,0,17,44,3,0,0,1,0,0,0,0,0,0,0,1,0,3,79
40,אופקים,גולומב,296,294,87,8,0,0,0,0,0,5,0,22,0,7,30,0,15,31,12,0,0,0,2,0,0,0,0,0,1,1,0,1,72
50,אופקים,הנשיא,220,217,36,5,0,0,0,0,0,3,0,7,0,0,26,0,79,15,11,0,0,0,0,0,0,0,0,0,0,1,1,0,33
60,אופקים,''צה''''ל'',324,316,70,9,0,0,0,0,0,4,1,44,0,2,23,0,53,41,6,0,0,0,1,0,2,0,0,1,0,1,0,0,58
70,אופקים,''צה''''ל'',340,334,99,9,0,0,0,0,0,3,2,19,0,1,35,1,54,41,10,0,0,1,0,0,0,0,1,0,1,2,0,2,53
80,אופקים,''צה''''ל'',412,412,82,12,0,0,0,1,1,2,0,54,0,6,40,0,53,53,3,1,1,1,0,0,0,0,0,1,2,1,0,1,97
90,אופקים,גולומב,348,334,81,3,0,0,0,0,0,4,0,26,1,1,41,0,75,29,5,0,0,1,0,0,0,1,0,0,0,0,0,1,65
100,אופקים,שכ בן גוריון,493,487,41,131,0,0,0,0,0,1,0,16,0,4,11,0,30,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,225
110,אופקים,שכ בן גוריון,550,542,32,295,0,0,0,0,0,0,0,16,0,8,11,0,18,10,9,0,0,0,1,0,0,0,0,1,0,0,0,0,141
120,אופקים,שכ בן גוריון,374,368,15,187,0,0,0,0,1,0,2,8,0,1,3,0,9,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,129
130,אופקים,''החיד''''א'',474,471,85,23,0,0,0,0,0,10,0,81,1,5,58,0,26,62,3,0,0,1,0,0,0,0,0,0,0,3,0,2,111
140,אופקים,שכ בן גוריון,539,536,57,195,0,0,0,0,0,4,0,62,1,9,31,0,8,47,5,0,1,1,0,1,0,0,0,2,0,3,0,0,109
150,אופקים,שכ בן גוריון,389,380,27,138,0,0,0,0,0,3,1,25,1,1,19,0,27,21,4,1,0,0,1,0,0,0,0,0,0,1,0,1,109
160,אופקים,''הפלמ''''ח           1'',395,385,55,6,0,0,0,1,1,2,0,9,0,1,58,0,152,39,12,0,0,0,3,0,1,0,0,2,1,2,0,0,40
170,אופקים,הנשיא,420,412,102,6,0,1,0,0,4,6,0,25,0,4,47,0,76,51,9,0,1,0,0,0,1,0,0,0,2,3,0,1,73
180,אופקים,הנשיא,296,292,73,8,0,0,0,1,1,1,0,23,0,3,29,0,43,32,8,0,0,0,2,0,0,0,0,0,1,1,0,1,65
190,אופקים,גולומב           48,371,361,61,2,1,0,0,0,4,0,0,12,1,0,44,0,124,54,8,0,0,1,0,0,1,0,0,0,0,3,0,3,42
200,אופקים,קרית ספר         12,384,377,44,7,0,0,1,0,0,1,0,3,0,0,48,0,159,59,18,0,0,0,0,0,0,0,0,1,0,3,0,3,30
210,אופקים,דרך הטייסים,304,296,40,7,0,0,0,0,0,2,1,11,1,1,55,0,83,28,15,2,0,0,0,0,0,0,0,0,1,1,0,1,47
220,אופקים,דרך הטייסים,487,485,96,15,0,0,0,0,2,8,0,58,0,2,67,0,59,73,12,0,0,1,0,0,0,0,0,0,0,3,0,0,89
230,אופקים,קרית ספר         12,295,284,46,8,0,0,0,0,0,2,1,7,2,0,37,0,101,33,12,0,0,0,0,0,1,1,0,0,0,4,0,1,28
250,אופקים,הנשיא,335,329,44,5,1,0,0,0,1,1,0,6,2,1,44,2,149,32,8,0,0,1,2,0,0,0,0,1,1,2,0,0,26
260,אופקים,''צה''''ל'',187,180,41,1,0,0,0,0,0,1,0,13,0,1,15,0,43,22,4,0,1,0,0,0,0,0,0,0,1,0,0,0,37
280,אופקים,שכ בן גוריון,514,506,18,129,4,0,0,0,1,2,0,32,0,0,13,0,42,37,6,0,0,0,0,2,0,0,0,0,0,2,0,2,216
10,עוצם,עוצם,258,252,41,8,0,0,0,0,1,2,0,7,1,0,11,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,159
10,בת שלמה,בת שלמה,198,196,40,1,0,0,3,0,1,16,0,16,0,1,54,0,14,12,15,0,1,3,0,0,0,0,0,0,0,8,0,8,3
10,גדות,גדות,217,217,91,0,0,0,0,0,0,13,1,1,1,0,37,0,4,4,51,0,0,2,0,0,1,0,0,0,0,6,0,4,1
10,שדה דוד,שדה דוד,185,181,68,7,0,0,0,0,0,2,0,2,0,0,29,0,5,21,0,0,0,1,1,1,0,0,0,1,0,1,0,1,41
10,איתן,איתן,178,177,5,3,0,0,0,0,0,7,0,27,0,2,4,0,9,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94
10,גפן,גפן,143,141,11,5,0,1,0,0,0,2,0,10,0,6,15,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
10,אליכין,''רמב''''ם            1'',390,384,47,39,0,0,0,0,1,12,0,49,1,2,49,0,11,49,1,0,0,1,0,0,0,0,1,0,0,3,0,3,115
20,אליכין,''רמב''''ם            1'',487,478,83,38,0,0,0,0,0,14,0,93,1,2,63,0,11,56,4,0,0,1,0,0,0,0,0,0,0,3,0,5,104
30,אליכין,''רמב''''ם            1'',422,418,55,37,0,0,0,0,0,16,0,56,0,1,68,0,14,46,2,0,0,0,1,0,0,0,0,0,0,2,0,4,116
10,מטולה,הנדיב            4,322,317,69,6,1,0,0,0,1,32,3,11,0,1,107,0,17,16,17,0,0,2,0,0,0,0,0,1,0,13,0,16,4
20,מטולה,הנדיב            4,379,376,130,1,0,0,1,0,0,12,1,4,0,2,138,0,9,32,18,0,0,5,0,0,1,0,0,0,0,7,0,12,3
10,זוהר,זוהר,171,170,48,1,0,0,0,0,0,4,0,1,0,0,18,0,3,33,1,0,0,0,0,0,0,0,0,0,0,1,0,1,59
10,יבנאל,יבנאל,421,411,44,10,0,0,1,0,0,26,1,37,1,4,86,0,14,29,5,1,0,6,0,0,0,0,0,0,0,4,1,2,139
20,יבנאל,יבנאל,392,389,30,6,0,0,0,0,0,19,1,32,1,9,101,0,12,36,3,2,0,6,0,0,1,0,0,1,0,2,0,7,120
30,יבנאל,יבנאל,449,447,35,10,0,0,0,0,0,16,2,34,0,11,104,1,10,34,12,0,0,1,0,0,1,0,0,1,0,3,0,6,166
10,כפר תבור,שכ המיסדים,431,429,111,1,0,0,1,0,0,29,4,24,0,1,167,0,14,22,22,0,0,6,0,0,0,0,0,0,0,8,0,10,9
20,כפר תבור,שכ המיסדים,446,446,108,0,0,0,0,1,0,33,1,17,0,0,180,0,18,28,25,0,0,1,0,2,0,0,0,0,0,11,0,9,12
30,כפר תבור,שכ המיסדים,424,417,129,3,0,0,1,0,0,33,1,14,1,5,132,0,21,25,26,0,0,5,0,0,1,0,0,0,0,5,0,4,11
10,מנחמיה,שכ עופר,276,274,51,0,0,0,0,0,0,15,0,14,0,8,50,0,16,32,5,2,0,4,0,0,2,0,0,1,0,2,0,1,71
20,מנחמיה,שכ עופר,281,279,56,0,0,0,0,0,0,16,0,21,0,0,57,0,14,29,6,0,0,2,0,0,1,0,2,0,0,3,0,3,69
10,אילניה,אילניה,232,231,40,2,0,0,0,0,0,17,1,8,0,1,79,0,10,38,9,0,0,1,0,0,0,0,0,0,0,9,0,5,11
10,לוזית,לוזית,149,149,55,19,1,0,0,0,0,0,0,2,0,1,6,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50
10,עתלית,אמת המים,392,376,63,1,0,0,1,0,0,24,1,34,1,2,106,0,37,31,19,0,0,8,0,0,0,0,0,0,0,1,0,3,44
20,עתלית,אמת המים,284,274,25,1,2,0,0,1,0,6,0,33,1,2,45,0,64,17,0,1,0,0,0,1,1,0,0,1,0,5,0,1,67
30,עתלית,אמת המים,470,460,84,4,0,0,0,0,0,13,0,49,1,7,132,0,23,51,4,0,0,3,1,1,0,0,0,0,0,4,0,3,80
40,עתלית,אמת המים,517,511,106,1,1,0,0,1,0,40,0,22,0,2,149,0,30,70,12,0,0,10,0,0,0,0,0,0,0,14,0,12,41
50,עתלית,אמת המים,410,408,95,1,1,0,0,0,0,26,0,37,0,5,128,0,20,31,14,0,0,5,0,0,0,0,0,0,0,4,0,2,39
10,נוגה,נוגה,178,175,56,1,0,0,0,0,0,5,0,7,0,0,35,0,10,38,2,0,4,2,0,0,0,0,0,1,1,0,0,13,0
10,כנרת (קבוצה),כנרת (קבוצה),392,387,147,0,0,1,0,0,0,11,0,4,0,0,142,0,18,6,22,0,0,15,0,0,0,0,0,1,0,9,0,8,3
10,מצפה,מצפה,77,77,21,0,0,0,0,0,0,3,0,1,1,0,36,0,4,4,3,0,0,2,0,0,0,0,0,0,0,1,0,1,0
10,נחושה,נחושה,116,116,0,2,0,0,0,0,0,1,0,55,0,6,1,0,5,11,1,0,0,3,0,0,0,0,0,0,0,2,0,0,29
10,דגניה א',דגניה א',333,331,175,0,0,0,1,0,0,30,0,3,0,0,54,0,8,5,34,0,0,6,0,0,0,0,0,0,0,9,0,5,1
10,כנרת (מושבה),כנרת (מושבה)         א,263,263,64,1,0,3,0,0,0,14,0,14,1,2,84,0,7,36,17,0,0,6,0,0,0,0,0,0,0,5,0,8,1
10,''יד רמב''''ם'',''יד רמב''''ם'',429,426,53,3,0,0,0,0,0,25,0,63,1,4,103,0,22,70,4,0,0,0,0,0,2,0,0,0,0,5,0,5,66
10,מגדל,מגדל,278,276,17,2,0,0,0,0,0,12,0,13,1,12,48,0,36,39,4,0,4,1,0,0,0,0,0,0,1,2,0,0,84
20,מגדל,מגדל,303,299,15,7,1,0,0,0,0,6,0,22,0,7,49,0,51,60,4,0,0,1,0,0,0,0,0,0,0,1,0,0,75
10,מרחביה (קיבוץ),מרחביה (קיבוץ),331,329,93,0,0,0,0,0,0,5,2,2,0,0,64,0,9,6,118,1,1,4,0,0,0,0,2,0,0,10,0,5,7
10,אור הנר,אור הנר,254,250,183,0,0,0,0,0,0,5,0,1,0,0,38,0,1,2,15,0,0,1,0,0,0,0,0,0,0,1,0,3,0
10,ניר עוז,ניר עוז,237,236,76,0,0,0,0,0,1,7,0,0,0,1,31,0,1,0,112,0,0,0,0,0,0,0,0,0,0,5,0,2,0
10,אשדוד,יאיר,279,273,26,3,0,0,0,0,0,5,0,12,0,1,65,0,103,27,1,0,0,0,0,0,1,0,1,0,1,2,0,0,25
20,אשדוד,המפרש            15,311,306,71,3,0,0,0,0,0,20,0,17,0,0,107,0,21,28,11,0,0,1,1,0,0,0,0,1,2,5,0,1,17
30,אשדוד,שבי ציון         1,328,321,63,7,0,0,1,0,2,14,2,12,1,1,73,0,36,39,7,0,0,0,0,0,1,0,0,0,2,5,0,2,53
40,אשדוד,סיני             25,230,226,21,2,0,1,0,1,6,5,1,30,0,0,28,0,38,31,9,0,0,0,0,0,0,0,0,0,1,3,1,4,44
50,אשדוד,יאיר             3,314,305,36,3,0,0,0,0,0,5,0,14,0,0,66,0,60,45,3,1,0,0,0,0,0,0,0,1,1,2,1,2,65
60,אשדוד,שבי ציון         1,375,357,25,3,0,0,0,0,18,5,0,14,1,3,85,0,128,28,2,0,0,1,3,0,0,0,1,4,5,2,0,4,25
70,אשדוד,יאיר,280,277,36,4,0,0,1,1,0,11,1,14,0,0,71,1,54,34,4,0,0,1,0,0,1,0,1,1,1,0,0,2,38
80,אשדוד,ההסתדרות         8,147,143,15,3,0,1,0,0,3,3,1,7,0,1,21,0,33,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,38
90,אשדוד,מורדי הגטאות,343,330,42,5,0,0,0,0,11,4,0,6,2,2,47,0,86,40,6,0,2,0,0,1,0,0,0,1,0,0,0,1,74
100,אשדוד,הרב קוק          4,260,254,34,5,0,0,0,0,0,5,0,9,0,2,62,0,54,25,2,0,0,0,0,1,1,1,0,0,0,1,0,0,52
110,אשדוד,אבן גבירול       6,317,305,32,9,0,0,0,0,11,16,1,11,1,0,43,0,86,25,3,0,0,0,2,0,0,0,0,0,2,2,0,2,59
120,אשדוד,הנשיא ויצמן,221,216,26,3,0,0,0,0,2,6,3,6,0,0,43,0,47,25,5,0,1,0,0,0,0,0,0,3,1,3,0,1,41
130,אשדוד,סולד הנריטה,314,309,37,2,1,0,0,0,1,6,1,2,0,0,40,0,102,32,1,1,0,0,0,1,0,0,0,1,0,0,0,1,80
140,אשדוד,המעפילים         31,326,317,49,11,0,0,0,0,3,11,1,22,0,4,50,1,63,37,3,0,0,2,0,0,0,0,0,1,0,1,0,0,58
150,אשדוד,סטרומה           1,371,363,45,13,0,0,0,1,5,20,0,23,0,1,66,0,58,32,0,0,0,0,0,1,0,1,1,0,2,2,0,2,90
160,אשדוד,חורי חיים        9,254,245,22,13,0,0,0,0,21,8,0,14,0,0,19,0,35,26,0,0,1,1,0,0,0,0,0,0,2,1,0,0,82
170,אשדוד,ההסתדרות         8,300,288,25,4,1,0,0,1,7,3,1,7,0,0,60,1,85,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,71
180,אשדוד,חטיבת הנגב,320,310,14,32,0,0,1,2,32,5,0,3,0,1,40,0,33,17,3,0,1,0,1,0,1,0,0,1,1,1,0,0,121
190,אשדוד,סיני             25,290,274,13,8,1,0,1,0,2,5,3,7,2,0,64,1,88,26,0,2,1,0,1,1,0,0,0,0,0,0,0,2,46
200,אשדוד,ההסתדרות         19,318,315,42,10,2,0,0,0,3,9,3,10,0,1,55,1,81,25,1,0,1,0,0,1,1,0,0,1,0,4,0,1,63
210,אשדוד,ברנר             15,271,267,34,4,0,0,0,0,0,7,0,15,0,1,64,0,53,34,2,0,0,1,0,0,0,0,0,0,0,3,0,2,47
220,אשדוד,אבן גבירול       6,349,328,42,10,0,0,0,0,9,8,0,11,1,1,58,0,70,25,4,0,0,0,1,0,0,1,0,0,0,4,1,2,80
230,אשדוד,הראשונים,280,274,60,4,0,0,0,0,0,6,1,19,0,0,68,1,48,29,7,0,0,0,0,0,0,0,0,2,0,4,0,3,22
240,אשדוד,שפירא אברהם,252,246,42,8,0,0,0,0,24,2,0,6,0,1,39,0,42,25,4,0,1,0,0,0,0,0,0,1,0,1,0,2,48
250,אשדוד,אלבז נתן         19,288,274,34,8,0,0,1,0,4,6,1,11,1,1,57,0,66,24,3,1,0,0,0,0,1,1,0,0,0,2,0,1,51
260,אשדוד,בן יוסף שלמה,386,375,30,10,0,0,0,0,33,9,0,18,2,1,49,0,107,48,3,0,1,1,0,0,0,1,0,0,2,2,0,2,56
270,אשדוד,שבי ציון         1,356,352,30,6,0,0,0,0,0,8,0,23,2,2,78,0,67,34,9,1,0,0,0,0,0,0,0,0,0,0,0,6,86
280,אשדוד,הראשונים,206,201,23,4,0,0,0,0,3,8,0,8,0,1,43,0,37,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,39
290,אשדוד,סולד הנריטה,337,330,41,11,0,0,0,0,1,23,1,9,1,2,68,1,58,31,4,0,0,0,0,0,1,0,0,0,1,2,0,3,72
300,אשדוד,שד עוזיהו,610,605,8,127,0,0,0,0,2,0,0,6,0,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451
310,אשדוד,שד עוזיהו,285,277,29,12,1,1,0,0,32,4,0,8,1,0,27,0,40,28,3,0,1,1,0,0,0,0,0,2,0,3,0,0,84
320,אשדוד,חטיבת הנגב,446,441,0,78,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,357
330,אשדוד,שד עוזיהו,332,328,29,23,0,0,0,0,7,7,2,4,0,3,31,1,46,26,2,0,1,3,0,0,0,0,0,4,1,4,0,2,132
340,אשדוד,חטיבת הנגב,323,315,20,31,0,0,0,0,41,1,0,8,1,1,23,0,45,22,0,1,0,0,1,0,0,2,0,2,0,3,0,1,112
350,אשדוד,חטיבת הנגב,276,273,22,20,0,0,0,0,10,3,0,18,0,2,44,0,48,18,1,1,0,1,0,0,1,0,0,1,3,3,0,1,76
360,אשדוד,יאיר,295,290,52,9,0,0,0,0,0,18,0,33,2,0,70,0,28,23,7,0,0,4,0,0,1,0,0,1,0,4,0,1,37
370,אשדוד,חטיבת הנגב,249,240,13,15,0,0,1,0,18,1,0,0,0,1,26,0,56,21,1,0,0,5,0,0,0,0,0,1,0,3,0,0,78
380,אשדוד,שבי ציון         1,275,265,44,4,0,0,0,0,0,11,1,17,1,1,59,0,27,29,1,1,1,1,1,1,1,1,0,1,1,1,0,0,60
390,אשדוד,הרב קוק          4,272,255,16,12,0,0,0,0,25,0,0,7,0,0,40,0,59,26,3,1,0,0,0,0,0,3,0,1,1,0,1,2,58
400,אשדוד,סיני             25,224,218,35,3,0,0,0,0,2,5,3,15,0,1,37,1,49,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,48
410,אשדוד,הרב קוק          4,291,287,19,3,0,0,1,0,8,4,4,3,1,0,38,0,59,24,0,0,0,0,0,1,0,1,0,0,2,5,0,1,113
420,אשדוד,סיני             25,219,215,18,3,0,0,0,1,2,7,1,18,0,0,30,0,33,31,2,0,0,1,0,0,0,0,0,1,0,1,0,0,66
430,אשדוד,הרב קוק          4,245,234,24,3,1,0,1,0,13,5,7,3,0,1,24,0,79,30,1,0,0,1,0,0,0,0,0,1,0,3,0,2,35
440,אשדוד,חטיבת הנגב,541,541,1,425,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111
450,אשדוד,המפרש            15,344,342,55,3,0,0,1,1,0,21,1,39,2,2,108,0,17,35,12,0,0,5,0,1,0,0,0,1,3,4,0,8,23
460,אשדוד,הרב שאולי        8,313,302,31,5,0,0,0,0,18,4,0,9,2,0,41,0,45,51,3,0,1,0,1,0,0,0,0,0,1,3,0,2,85
470,אשדוד,שפירא אברהם,331,321,35,6,0,0,0,0,12,18,1,9,0,2,48,0,52,58,0,0,1,0,0,0,1,0,1,1,2,3,1,3,67
480,אשדוד,מיכשוילי         17,276,265,27,30,0,0,1,0,13,5,0,6,0,1,27,0,50,35,4,1,1,0,1,0,0,1,0,2,0,4,0,1,55
490,אשדוד,מיכשוילי         17,368,350,21,8,1,0,0,0,19,7,1,11,1,2,59,0,106,42,0,1,0,0,0,0,0,0,1,1,1,2,0,0,66
500,אשדוד,אלבז נתן         19,276,269,32,6,0,0,0,0,11,7,2,7,0,0,46,0,54,33,0,0,0,3,0,0,0,0,1,1,0,3,0,2,61
510,אשדוד,שפירא אברהם,422,407,42,43,0,0,0,1,18,8,0,10,0,1,55,0,91,52,2,1,1,0,0,1,0,1,0,1,2,0,0,3,74
520,אשדוד,שפירא אברהם,271,263,23,5,0,0,0,1,17,3,2,5,2,1,51,0,34,28,2,0,0,2,1,0,0,0,0,0,2,3,0,3,78
530,אשדוד,טשרניחובסקי      1,439,434,50,15,0,0,1,0,0,11,0,71,1,2,73,0,36,43,2,0,1,2,0,0,0,0,0,0,1,3,0,2,120
540,אשדוד,אבן עזרא,311,302,26,9,0,0,1,0,7,3,2,14,0,3,48,0,67,39,7,0,0,0,0,0,1,0,0,0,1,2,1,3,68
550,אשדוד,טשרניחובסקי      1,335,330,32,10,0,0,0,0,0,8,2,13,2,1,45,1,73,45,0,0,0,2,0,0,0,0,0,1,0,3,0,3,89
560,אשדוד,אבן עזרא,396,388,51,4,0,0,1,0,0,16,3,23,0,3,95,0,49,51,8,0,0,0,0,1,0,0,0,0,0,2,0,4,77
570,אשדוד,אבן עזרא,355,352,37,9,0,0,0,0,0,11,0,30,0,0,68,0,45,56,0,0,0,0,1,0,0,0,0,0,2,2,0,1,90
580,אשדוד,''הפלמ''''ח'',393,377,14,11,1,0,2,0,5,2,0,10,0,3,66,1,189,32,4,0,0,0,1,0,0,1,1,0,0,0,0,2,32
590,אשדוד,''הפלמ''''ח'',438,431,16,85,0,1,0,0,21,2,0,19,0,1,31,0,45,33,7,0,0,0,0,0,1,0,0,1,1,0,0,0,167
600,אשדוד,שד עוזיהו,449,442,22,214,0,0,0,1,21,3,0,5,0,0,14,0,42,16,1,0,0,0,0,0,1,0,0,1,0,1,0,0,100
610,אשדוד,סטרומה,312,302,31,10,0,0,0,0,0,16,1,16,0,0,36,0,63,36,4,0,0,2,1,0,2,2,2,0,2,1,0,1,76
620,אשדוד,''הפלמ''''ח'',537,531,5,215,0,0,0,0,0,3,0,4,0,0,8,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
630,אשדוד,''הפלמ''''ח'',322,315,18,53,0,0,0,1,15,4,0,6,0,1,27,0,53,30,0,0,0,1,1,0,0,0,0,0,3,0,0,1,101
640,אשדוד,טשרניחובסקי      1,256,253,24,9,0,0,0,0,0,7,2,20,0,5,51,0,34,34,0,0,1,4,1,0,0,0,0,0,1,1,0,0,59
650,אשדוד,טשרניחובסקי      1,278,270,15,9,0,0,0,0,1,7,1,7,0,2,62,1,78,22,3,1,0,0,0,0,0,0,0,0,0,3,0,1,57
660,אשדוד,ביאליק           10,343,336,34,7,0,0,0,0,0,17,1,24,1,1,76,0,35,53,2,0,0,1,0,0,0,0,0,0,0,2,0,4,78
670,אשדוד,שמואל הנגיד      9,334,328,50,5,0,0,0,0,5,6,2,15,0,0,54,0,54,28,1,0,0,1,0,0,0,0,0,0,0,2,2,4,99
680,אשדוד,קרן היסוד        16,355,348,73,6,0,0,0,0,0,12,0,29,1,0,78,0,36,51,3,0,0,1,1,0,1,1,0,0,2,4,1,3,45
690,אשדוד,חטיבת הנגב,357,346,13,78,1,0,0,1,15,16,3,3,0,3,31,0,48,29,2,0,0,1,2,0,0,0,0,0,3,5,0,0,92
700,אשדוד,אלבז נתן         19,215,214,34,5,0,0,0,0,0,7,1,10,0,0,36,1,37,23,2,1,0,0,1,0,0,0,0,1,0,2,0,3,50
710,אשדוד,מיכשוילי         17,236,227,21,4,1,0,0,0,24,5,1,8,0,0,35,1,24,40,3,0,0,0,1,1,0,0,0,0,0,1,0,0,57
720,אשדוד,בן יוסף שלמה,262,259,24,6,0,0,0,1,14,7,0,9,0,2,36,0,48,36,1,0,1,0,0,0,0,0,1,0,1,2,0,3,67
730,אשדוד,מיכשוילי         17,183,178,14,21,0,0,0,0,21,3,0,6,1,0,22,1,26,27,4,0,1,0,0,0,0,0,0,0,1,1,0,0,29
740,אשדוד,בן יוסף שלמה,262,255,27,9,0,0,0,1,19,3,2,14,0,2,31,0,23,37,1,0,0,0,0,0,0,0,0,0,0,3,0,2,81
750,אשדוד,חורי חיים        9,286,280,19,8,0,0,0,0,29,4,3,11,2,0,25,0,78,36,2,0,1,1,0,1,1,0,0,1,0,2,0,0,56
760,אשדוד,שמואל הנגיד      9,366,362,58,7,0,0,0,0,2,17,0,38,1,2,56,0,52,40,3,0,0,1,1,0,1,0,0,0,1,2,0,3,77
770,אשדוד,שמואל הנגיד      9,306,294,27,1,0,0,0,0,4,10,2,18,0,2,68,0,67,37,3,0,0,1,0,1,0,0,0,1,3,2,0,1,46
790,אשדוד,ביאליק           10,345,340,44,4,1,0,0,0,0,28,1,22,0,7,72,0,40,53,2,3,1,0,1,0,0,0,0,0,0,4,0,1,56
800,אשדוד,ביאליק           10,183,176,14,8,0,1,0,1,1,4,1,1,0,2,28,0,33,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,44
810,אשדוד,ביאליק           10,366,360,71,2,0,0,0,0,2,19,0,13,1,3,89,0,48,25,5,0,0,0,0,0,0,0,0,0,3,4,0,3,72
820,אשדוד,ארן זלמן,269,264,44,4,0,0,0,0,5,11,0,24,1,2,51,0,23,31,1,0,0,1,0,0,1,0,0,0,2,2,1,4,56
830,אשדוד,ארן זלמן,372,368,48,8,1,0,0,0,2,27,3,12,0,0,71,0,75,38,1,1,2,2,1,0,1,0,0,1,2,5,0,4,63
840,אשדוד,הרב שאולי        2,408,400,71,10,0,0,1,0,6,16,4,27,1,9,66,0,36,49,4,0,0,1,0,0,1,0,0,0,3,3,0,4,88
850,אשדוד,הרב שאולי        2,407,397,49,7,0,0,0,0,3,14,0,26,1,0,94,1,71,50,0,0,0,2,1,1,0,0,0,2,0,4,0,3,68
860,אשדוד,הרב שאולי        2,314,300,21,10,2,0,0,0,11,7,1,10,2,0,68,0,57,37,3,0,0,1,1,1,0,0,2,2,2,6,0,0,56
870,אשדוד,הצוללים,303,299,51,6,0,0,0,0,0,16,1,32,0,0,75,0,21,35,5,0,0,3,0,0,0,0,0,0,1,2,0,10,41
880,אשדוד,הרב שאולי        8,336,329,44,9,0,0,1,0,12,10,0,7,2,0,51,1,52,40,3,0,5,0,0,1,1,0,0,2,0,0,0,1,87
890,אשדוד,חרמון            1,427,423,103,2,0,1,1,0,1,37,1,26,2,3,139,0,12,42,9,0,0,6,0,0,0,0,0,0,0,4,0,8,26
900,אשדוד,המפרש            15,274,272,52,8,1,0,0,0,0,23,1,36,1,2,65,0,16,29,8,0,0,3,0,0,0,0,0,0,0,3,0,4,20
910,אשדוד,קרן היסוד        12,319,311,36,6,0,0,0,1,6,7,0,10,1,0,54,0,61,48,1,1,0,0,0,1,0,0,0,1,1,5,0,2,69
920,אשדוד,המפרש            15,383,379,75,5,0,0,0,0,0,25,0,38,0,1,104,0,31,35,8,0,0,1,0,0,0,0,0,0,0,5,0,5,46
930,אשדוד,הרב שאולי        8,375,366,46,7,0,1,1,0,1,15,0,28,1,1,72,1,45,46,7,0,1,0,0,0,0,1,1,1,0,2,0,9,79
940,אשדוד,מבוא השרביטן     8,278,269,15,11,0,0,0,0,7,4,1,8,0,0,43,0,45,24,1,1,0,1,0,0,0,0,0,0,0,1,0,0,107
950,אשדוד,מבוא השרביטן     8,272,266,24,7,0,0,0,0,15,2,0,4,0,0,40,0,78,19,0,0,0,0,0,0,1,0,0,0,2,2,0,3,69
